title,link,citation,summary,resource_title,file_format
"Brain tumor segmentation with self-ensembled, deeply-supervised 3D U-net neural networks: a BraTS 2020 challenge solution",https://link.springer.com/chapter/10.1007/978-3-030-72084-1_30,79,"T Henry, A Carré, M Lerousseau, T Estienne… - … , Multiple Sclerosis …, 2021 - Springer",arxiv.org,PDF
Rising prevalence of multiple sclerosis worldwide: Insights from the Atlas of MS,https://journals.sagepub.com/doi/abs/10.1177/1352458520970841,1228,"C Walton, R King, L Rechtman, W Kaye… - Multiple Sclerosis …, 2020 - journals.sagepub.com",sagepub.com,HTML
Context aware 3D CNNs for brain tumor segmentation,https://link.springer.com/chapter/10.1007/978-3-030-11726-9_27,43,"S Chandra, M Vakalopoulou, L Fidon… - … , Multiple Sclerosis …, 2019 - Springer",hal.science,PDF
Multi-planar spatial-ConvNet for segmentation and survival prediction in brain cancer,https://link.springer.com/chapter/10.1007/978-3-030-11726-9_9,40,"S Banerjee, S Mitra, BU Shankar - Brainlesion: Glioma, Multiple Sclerosis …, 2019 - Springer",,
Disentangling human error from ground truth in segmentation of medical images,https://proceedings.neurips.cc/paper/2020/hash/b5d17ed2b502da15aa727af0d51508d6-Abstract.html,74,"L Zhang, R Tanno, MC Xu, C Jin… - Advances in …, 2020 - proceedings.neurips.cc",neurips.cc,PDF
3D U-Net for brain tumour segmentation,https://link.springer.com/chapter/10.1007/978-3-030-11726-9_23,46,"R Mehta, T Arbel - … : Glioma, Multiple Sclerosis, Stroke and Traumatic …, 2019 - Springer",google.com,PDF
Bag of tricks for 3D MRI brain tumor segmentation,https://link.springer.com/chapter/10.1007/978-3-030-46640-4_20,116,"YX Zhao, YM Zhang, CL Liu - … , Multiple Sclerosis, Stroke and Traumatic …, 2020 - Springer",researchgate.net,PDF
Siamese convolutional neural network for new multiple sclerosis lesion segmentation,https://hal.science/hal-03359032/document,,"A Fenneteau, P Bourdon, D Helbert… - … : Multiple sclerosis new …, 2021 - hal.science",hal.science,PDF
Two-stage cascaded u-net: 1st place solution to brats challenge 2019 segmentation task,https://link.springer.com/chapter/10.1007/978-3-030-46640-4_22,305,"Z Jiang, C Ding, M Liu, D Tao - … , Multiple Sclerosis, Stroke and Traumatic …, 2020 - Springer",researchgate.net,PDF
Image quality data augmentation for new MS lesion segmentation,https://inria.hal.science/hal-03358968/preview/MSSEG_Challenge_Proceedings.pdf#page=46,2,"RA Kamraoui, VT Ta, JV Manjon… - … : Multiple sclerosis new …, 2021 - inria.hal.science",hal.science,PDF
Dense multi-path U-Net for ischemic stroke lesion segmentation in multiple image modalities,https://link.springer.com/chapter/10.1007/978-3-030-11723-8_27,126,"J Dolz, I Ben Ayed, C Desrosiers - … Multiple Sclerosis, Stroke and Traumatic …, 2019 - Springer",arxiv.org,PDF
Artificial intelligence and deep learning in neuroradiology: exploring the new frontier,https://journals.sagepub.com/doi/abs/10.1177/0846537120954293,45,"H Kaka, E Zhang, N Khan - Canadian Association of …, 2021 - journals.sagepub.com",sagepub.com,HTML
Boundary loss for highly unbalanced segmentation,https://proceedings.mlr.press/v102/kervadec19a.html,437,"H Kervadec, J Bouchtiba, C Desrosiers… - … with deep learning, 2019 - proceedings.mlr.press",mlr.press,PDF
Engineering deep learning systems for robust and accurate focal pathology segmentation and detection,https://search.proquest.com/openview/01e024e0078ac32284d97a66f26bbc9b/1?pq-origsite=gscholar&cbl=18750&diss=y,2,B Nichyporuk - 2022 - search.proquest.com,mcgill.ca,PDF
Vox2Vox: 3D-GAN for brain tumour segmentation,https://link.springer.com/chapter/10.1007/978-3-030-72084-1_25,119,"MD Cirillo, D Abramian, A Eklund - Brainlesion: Glioma, Multiple Sclerosis …, 2021 - Springer",arxiv.org,PDF
Computer Aided Diagnosis System for multiple sclerosis disease based on phase to amplitude coupling in covert visual attention,https://www.sciencedirect.com/science/article/pii/S0169260718310319,59,"A Ahmadi, S Davoudi, MR Daliri - Computer methods and programs in …, 2019 - Elsevier",,
Use of Deep Learning in Biomedical Imaging,https://link.springer.com/chapter/10.1007/978-3-030-96569-3_1,4,"N Shanu, RS Ganesh - Artificial Intelligence for Innovative Healthcare …, 2022 - Springer",,
Multi-task learning for brain tumor segmentation,https://link.springer.com/chapter/10.1007/978-3-030-46640-4_31,29,"L Weninger, Q Liu, D Merhof - … , Multiple Sclerosis, Stroke and Traumatic …, 2020 - Springer",rwth-aachen.de,PDF
Segmenting brain tumors from MRI using cascaded multi-modal U-Nets,https://link.springer.com/chapter/10.1007/978-3-030-11726-9_2,31,"M Marcinkiewicz, J Nalepa, PR Lorenzo… - … , Multiple Sclerosis …, 2019 - Springer",,
Longitudinal spinal cord atrophy in multiple sclerosis using the generalized boundary shift integral,https://onlinelibrary.wiley.com/doi/abs/10.1002/ana.25571,38,"M Moccia, F Prados, M Filippi, MA Rocca… - Annals of …, 2019 - Wiley Online Library",ox.ac.uk,PDF
Structured layer surface segmentation for retina OCT using fully convolutional regression networks,https://www.sciencedirect.com/science/article/pii/S1361841520302206,58,"Y He, A Carass, Y Liu, BM Jedynak, SD Solomon… - Medical image …, 2021 - Elsevier",nih.gov,HTML
"Brainlesion: Glioma, Multiple Sclerosis, Stroke and Traumatic Brain Injuries: 4th International Workshop, BrainLes 2018, Held in Conjunction with MICCAI …",https://books.google.com/books?hl=en&lr=&id=gPmGDwAAQBAJ&oi=fnd&pg=PR5&dq=multiple+sclerosis+segmentation+deep+learning&ots=p-6b7Gcth1&sig=GquHNbjRKkItpK5ga1STy1Y9aPU,5,"A Crimi, S Bakas, H Kuijf, F Keyvan, M Reyes… - 2019 - books.google.com",,
Deep gray matter substructure volumes and depressive symptoms in a large multiple sclerosis cohort,https://journals.sagepub.com/doi/abs/10.1177/13524585221148144,2,"C Hu, BE Dewey, EM Mowry… - Multiple Sclerosis …, 2023 - journals.sagepub.com",nih.gov,HTML
Central vein sign for multiple sclerosis: A systematic review and meta-analysis,https://www.sciencedirect.com/science/article/pii/S0009926020300477,14,"A Bhandari, H Xiang, J Lechner-Scott, M Agzarian - Clinical Radiology, 2020 - Elsevier",,
Propagating uncertainty across cascaded medical imaging tasks for improved deep learning inference,https://ieeexplore.ieee.org/abstract/document/9541203/,18,"R Mehta, T Christinck, T Nair, A Bussy… - … on Medical Imaging, 2021 - ieeexplore.ieee.org",,
Tumor segmentation in brain MRI: U-Nets versus feature pyramid network,https://ieeexplore.ieee.org/abstract/document/9474773/,7,"S Ghosh, KC Santosh - 2021 IEEE 34th International …, 2021 - ieeexplore.ieee.org",researchgate.net,PDF
Triplanar U-Net with lesion-wise voting for the segmentation of new lesions on longitudinal MRI studies,https://www.frontiersin.org/articles/10.3389/fnins.2022.964250/full,6,"S Hitziger, WX Ling, T Fritz, T D'Albis… - Frontiers in …, 2022 - frontiersin.org",frontiersin.org,HTML
High-dimensional detection of imaging response to treatment in multiple sclerosis,https://www.nature.com/articles/s41746-019-0127-8,15,"B Kanber, P Nachev, F Barkhof, A Calvi… - NPJ digital …, 2019 - nature.com",nature.com,HTML
Automated post-operative brain tumour segmentation: A deep learning model based on transfer learning from pre-operative images,https://www.sciencedirect.com/science/article/pii/S0730725X2100179X,23,"M Ghaffari, G Samarasinghe, M Jameson, F Aly… - Magnetic resonance …, 2022 - Elsevier",,
Applications of a deep learning method for anti-aliasing and super-resolution in MRI,https://www.sciencedirect.com/science/article/pii/S0730725X18306507,76,"C Zhao, M Shao, A Carass, H Li, BE Dewey… - Magnetic resonance …, 2019 - Elsevier",nih.gov,HTML
Brain tumor segmentation with cascaded deep convolutional neural network,https://link.springer.com/chapter/10.1007/978-3-030-46643-5_9,17,"U Baid, NA Shah, S Talbar - … , Multiple Sclerosis, Stroke and Traumatic …, 2020 - Springer",,
Medical image segmentation using deep learning,https://link.springer.com/protocol/10.1007/978-1-0716-3195-9_13,2,"H Liu, D Hu, H Li, I Oguz - Machine Learning for Brain Disorders, 2023 - Springer",springer.com,HTML
Ensembling low precision models for binary biomedical image segmentation,http://openaccess.thecvf.com/content/WACV2021/html/Ma_Ensembling_Low_Precision_Models_for_Binary_Biomedical_Image_Segmentation_WACV_2021_paper.html,15,"T Ma, H Zhang, H Ong, A Vora… - Proceedings of the …, 2021 - openaccess.thecvf.com",thecvf.com,PDF
Quantifying neurologic disease using biosensor measurements in-clinic and in free-living settings in multiple sclerosis,https://www.nature.com/articles/s41746-019-0197-7,37,"T Chitnis, BI Glanz, C Gonzalez, BC Healy… - NPJ digital …, 2019 - nature.com",nature.com,HTML
Lifespan neurodegeneration of the human brain in multiple sclerosis,https://onlinelibrary.wiley.com/doi/abs/10.1002/hbm.26464,4,"P Coupé, V Planche, B Mansencal… - Human Brain …, 2023 - Wiley Online Library",wiley.com,PDF
3d virtual histology reveals pathological alterations of cerebellar granule cells in multiple sclerosis,https://www.sciencedirect.com/science/article/pii/S0306452223001616,4,"J Frost, B Schmitzer, M Töpperwien, M Eckermann… - Neuroscience, 2023 - Elsevier",sciencedirect.com,HTML
Segmentation of brain tumors and patient survival prediction: Methods for the brats 2018 challenge,https://link.springer.com/chapter/10.1007/978-3-030-11726-9_1,81,"L Weninger, O Rippel, S Koppers, D Merhof - … : Glioma, Multiple Sclerosis …, 2019 - Springer",rwth-aachen.de,PDF
Clinically deployed computational assessment of multiple sclerosis lesions,https://www.frontiersin.org/articles/10.3389/fmed.2022.797586/full,3,"SP Thakur, MK Schindler, M Bilello, S Bakas - Frontiers in Medicine, 2022 - frontiersin.org",frontiersin.org,HTML
Automated brain tumour segmentation using cascaded 3d densely-connected u-net,https://link.springer.com/chapter/10.1007/978-3-030-72084-1_43,32,"M Ghaffari, A Sowmya, R Oliver - … , Multiple Sclerosis, Stroke and Traumatic …, 2021 - Springer",arxiv.org,PDF
Multimodal brain tumor segmentation and survival prediction using a 3D self-ensemble ResUNet,https://link.springer.com/chapter/10.1007/978-3-030-72084-1_33,10,"L Pei, AK Murat, R Colen - … , Multiple Sclerosis, Stroke and Traumatic Brain …, 2021 - Springer",,
Propagating uncertainty across cascaded medical imaging tasks for improved deep learning inference,https://link.springer.com/chapter/10.1007/978-3-030-32689-0_3,15,"R Mehta, T Christinck, T Nair, P Lemaitre… - … of Machine Learning in …, 2019 - Springer",github.io,PDF
The brainstem in multiple sclerosis: MR identification of tracts and nuclei damage,https://insightsimaging.springeropen.com/articles/10.1186/s13244-021-01101-7,6,"TH Nguyen, A Vaussy… - Insights into …, 2021 - insightsimaging.springeropen.com",springeropen.com,HTML
3D patchwise U-Net with transition layers for MR brain segmentation,https://link.springer.com/chapter/10.1007/978-3-030-11723-8_40,28,"M Luna, SH Park - … : Glioma, Multiple Sclerosis, Stroke and Traumatic …, 2019 - Springer",researchgate.net,PDF
Brain tumor segmentation and survival prediction using automatic hard mining in 3D CNN architecture,https://link.springer.com/chapter/10.1007/978-3-030-72087-2_27,29,"VK Anand, S Grampurohit, P Aurangabadkar… - … , Multiple Sclerosis …, 2021 - Springer",arxiv.org,PDF
Reproducibility of lesion count in various subregions on MRI scans in multiple sclerosis,https://www.frontiersin.org/articles/10.3389/fneur.2022.843377/full,1,"B Bozsik, E Tóth, I Polyák, F Kerekes, N Szabó… - Frontiers in …, 2022 - frontiersin.org",frontiersin.org,HTML
Brain tumor segmentation with uncertainty estimation and overall survival prediction,https://link.springer.com/chapter/10.1007/978-3-030-46640-4_29,21,"X Feng, Q Dou, N Tustison, C Meyer - … : Glioma, Multiple Sclerosis, Stroke …, 2020 - Springer",,
Multidimensional and multiresolution ensemble networks for brain tumor segmentation,https://link.springer.com/chapter/10.1007/978-3-030-46643-5_14,16,"GK Murugesan, S Nalawade, C Ganesh… - … , Multiple Sclerosis …, 2020 - Springer",biorxiv.org,PDF
Automatic brain tumour segmentation and biophysics-guided survival prediction,https://link.springer.com/chapter/10.1007/978-3-030-46643-5_6,26,"S Wang, C Dai, Y Mo, E Angelini, Y Guo… - … : Glioma, Multiple Sclerosis …, 2020 - Springer",arxiv.org,PDF
Brain tumor segmentation using bit-plane and UNET,https://link.springer.com/chapter/10.1007/978-3-030-11726-9_41,28,"TA Tuan, TA Tuan, PT Bao - … , Multiple Sclerosis, Stroke and Traumatic …, 2019 - Springer",,
Multivariate fuzzy analysis of brain tissue volumes and relaxation rates for supporting the diagnosis of relapsing-remitting multiple sclerosis,https://www.sciencedirect.com/science/article/pii/S1746809419301715,5,"M Pota, M Esposito, R Megna, G De Pietro… - … Signal Processing and …, 2019 - Elsevier",,
Automatic brain tumor segmentation with domain adaptation,https://link.springer.com/chapter/10.1007/978-3-030-11726-9_34,20,"L Dai, T Li, H Shu, L Zhong, H Shen, H Zhu - … : Glioma, Multiple Sclerosis …, 2019 - Springer",google.com,PDF
Brain tumor segmentation and survival prediction using automatic hard mining in 3D CNN architecture,https://link.springer.com/chapter/10.1007/978-3-030-72087-2_27,29,"VK Anand, S Grampurohit, P Aurangabadkar… - … , Multiple Sclerosis …, 2021 - Springer",arxiv.org,PDF
Reproducibility of lesion count in various subregions on MRI scans in multiple sclerosis,https://www.frontiersin.org/articles/10.3389/fneur.2022.843377/full,1,"B Bozsik, E Tóth, I Polyák, F Kerekes, N Szabó… - Frontiers in …, 2022 - frontiersin.org",frontiersin.org,HTML
Brain tumor segmentation with uncertainty estimation and overall survival prediction,https://link.springer.com/chapter/10.1007/978-3-030-46640-4_29,21,"X Feng, Q Dou, N Tustison, C Meyer - … : Glioma, Multiple Sclerosis, Stroke …, 2020 - Springer",,
Multidimensional and multiresolution ensemble networks for brain tumor segmentation,https://link.springer.com/chapter/10.1007/978-3-030-46643-5_14,16,"GK Murugesan, S Nalawade, C Ganesh… - … , Multiple Sclerosis …, 2020 - Springer",biorxiv.org,PDF
Automatic brain tumour segmentation and biophysics-guided survival prediction,https://link.springer.com/chapter/10.1007/978-3-030-46643-5_6,26,"S Wang, C Dai, Y Mo, E Angelini, Y Guo… - … : Glioma, Multiple Sclerosis …, 2020 - Springer",arxiv.org,PDF
Brain tumor segmentation using bit-plane and UNET,https://link.springer.com/chapter/10.1007/978-3-030-11726-9_41,28,"TA Tuan, TA Tuan, PT Bao - … , Multiple Sclerosis, Stroke and Traumatic …, 2019 - Springer",,
Multivariate fuzzy analysis of brain tissue volumes and relaxation rates for supporting the diagnosis of relapsing-remitting multiple sclerosis,https://www.sciencedirect.com/science/article/pii/S1746809419301715,5,"M Pota, M Esposito, R Megna, G De Pietro… - … Signal Processing and …, 2019 - Elsevier",,
Automatic brain tumor segmentation with domain adaptation,https://link.springer.com/chapter/10.1007/978-3-030-11726-9_34,20,"L Dai, T Li, H Shu, L Zhong, H Shen, H Zhu - … : Glioma, Multiple Sclerosis …, 2019 - Springer",google.com,PDF
S3D-UNet: separable 3D U-Net for brain tumor segmentation,https://link.springer.com/chapter/10.1007/978-3-030-11726-9_32,259,"W Chen, B Liu, S Peng, J Sun, X Qiao - … : Glioma, Multiple Sclerosis, Stroke …, 2019 - Springer",,
Exemplar MobileNetV2-Based Artificial Intelligence for Robust and Accurate Diagnosis of Multiple Sclerosis,https://www.mdpi.com/2075-4418/13/19/3030,2,"T Ekmekyapar, B Taşcı - Diagnostics, 2023 - mdpi.com",mdpi.com,HTML
Machine learning-optimized Combinatorial MRI scale (COMRISv2) correlates highly with cognitive and physical disability scales in Multiple Sclerosis patients,https://www.frontiersin.org/articles/10.3389/fradi.2022.1026442/full,4,"E Kelly, M Varosanec, P Kosa, V Prchkovska… - Frontiers in …, 2022 - frontiersin.org",frontiersin.org,HTML
Multi-lesion radiomics model for discrimination of relapsing-remitting multiple sclerosis and neuropsychiatric systemic lupus erythematosus,https://link.springer.com/article/10.1007/s00330-022-08653-2,10,"X Luo, S Piao, H Li, Y Li, W Xia, Y Bao, X Liu… - European …, 2022 - Springer",researchgate.net,PDF
"Glioma prognosis: segmentation of the tumor and survival prediction using shape, geometric and clinical information",https://link.springer.com/chapter/10.1007/978-3-030-11726-9_13,31,"M Islam, VJM Jose, H Ren - … , Multiple Sclerosis, Stroke and Traumatic …, 2019 - Springer",arxiv.org,PDF
Multi-step cascaded networks for brain tumor segmentation,https://link.springer.com/chapter/10.1007/978-3-030-46640-4_16,69,"X Li, G Luo, K Wang - … : Glioma, Multiple Sclerosis, Stroke and Traumatic …, 2020 - Springer",arxiv.org,PDF
Hybrid labels for brain tumor segmentation,https://link.springer.com/chapter/10.1007/978-3-030-46643-5_15,12,"P Ahmad, S Qamar, SR Hashemi, L Shen - … : Glioma, Multiple Sclerosis …, 2020 - Springer",,
A new advanced MRI biomarker for remyelinated lesions in multiple sclerosis,https://onlinelibrary.wiley.com/doi/abs/10.1002/ana.26441,24,"R Rahmanzadeh, R Galbusera, PJ Lu… - Annals of …, 2022 - Wiley Online Library",wiley.com,PDF
Brain tumor synthetic segmentation in 3D multimodal MRI scans,https://link.springer.com/chapter/10.1007/978-3-030-46640-4_15,31,"M Hamghalam, B Lei, T Wang - … , Multiple Sclerosis, Stroke and Traumatic …, 2020 - Springer",arxiv.org,PDF
New multiple sclerosis lesion detection with convolutional neural registration networks,https://inria.hal.science/hal-03358968/file/MSSEG2_Challenge_Proceedings.pdf#page=120,1,"J Andresen, H Uzunova, J Ehrhardt… - … : Multiple sclerosis new …, 2021 - inria.hal.science",hal.science,PDF
brain tumor segmentation and survival prediction using patch based modified 3D U-Net,https://link.springer.com/chapter/10.1007/978-3-030-72087-2_35,10,"B Parmar, M Parikh - … : Glioma, Multiple Sclerosis, Stroke and Traumatic …, 2021 - Springer",,
Federated disentangled representation learning for unsupervised brain anomaly detection,https://www.nature.com/articles/s42256-022-00515-2,31,"CI Bercea, B Wiestler, D Rueckert… - Nature Machine …, 2022 - nature.com",researchsquare.com,PDF
in multiple sclerosis,https://link.springer.com/content/pdf/10.1007/s00062-023-01336-5.pdf#page=23,,"S Rühling, J Mcginnis, EN Karthik, R Wurm, K Stern… - 58. Jahrestagung der … - Springer",,
Understanding deep learning techniques for image segmentation,https://dl.acm.org/doi/abs/10.1145/3329784,357,"S Ghosh, N Das, I Das, U Maulik - ACM computing surveys (CSUR), 2019 - dl.acm.org",arxiv.org,PDF
Combining Clinical and Genetic Data to Predict Response to Fingolimod Treatment in Relapsing Remitting Multiple Sclerosis Patients: A Precision Medicine …,https://www.mdpi.com/2075-4426/13/1/122,4,"L Ferrè, F Clarelli, B Pignolet, E Mascia… - Journal of Personalized …, 2023 - mdpi.com",mdpi.com,HTML
Quantitative magnetic resonance imaging biomarkers for cortical pathology in multiple sclerosis at 7 T,https://analyticalsciencejournals.onlinelibrary.wiley.com/doi/abs/10.1002/nbm.4847,5,"S Straub, E El‐Sanosy, J Emmerich… - NMR in …, 2023 - Wiley Online Library",wiley.com,PDF
Deep hourglass for brain tumor segmentation,https://link.springer.com/chapter/10.1007/978-3-030-11726-9_37,35,"E Benson, MP Pound, AP French, AS Jackson… - … , Multiple Sclerosis …, 2019 - Springer",worktribe.com,PDF
DR-Unet104 for Multimodal MRI brain tumor segmentation,https://link.springer.com/chapter/10.1007/978-3-030-72087-2_36,24,"J Colman, L Zhang, W Duan, X Ye - Brainlesion: Glioma, Multiple Sclerosis …, 2021 - Springer",arxiv.org,PDF
Using a patch-wise m-net convolutional neural network for tissue segmentation in brain mri images,https://ieeexplore.ieee.org/abstract/document/9130719/,26,"N Yamanakkanavar, B Lee - IEEE Access, 2020 - ieeexplore.ieee.org",ieee.org,PDF
Automated segmentation of abnormal tissues in medical images,https://scholar.archive.org/work/7bhjvemaqjgjzejvc23djcvprm/access/wayback/http://jbpe.sums.ac.ir/article_45654_db904a92384d65e294ed97ff0e649023.pdf,4,"H Khastavaneh, H Ebrahimpour-komleh - J. Biomed. Phys. Eng, 2019 - scholar.archive.org",archive.org,PDF
Brain tumor classification using 3d convolutional neural network,https://link.springer.com/chapter/10.1007/978-3-030-46643-5_33,29,"L Pei, L Vidyaratne, WW Hsu, MM Rahman… - … , Multiple Sclerosis …, 2020 - Springer",,
Multiple sclerosis recognition by biorthogonal wavelet features and fitness-scaled adaptive genetic algorithm,https://www.frontiersin.org/articles/10.3389/fnins.2021.737785/full,14,"SH Wang, X Jiang, YD Zhang - Frontiers in Neuroscience, 2021 - frontiersin.org",frontiersin.org,HTML
Sensitivity of the inhomogeneous magnetization transfer imaging technique to spinal cord damage in multiple sclerosis,http://www.ajnr.org/content/41/5/929.abstract,18,"H Rasoanandrianina, S Demortière… - American Journal …, 2020 - Am Soc Neuroradiology",ajnr.org,PDF
A multi-task framework for topology-guaranteed retinal layer segmentation in OCT images,https://ieeexplore.ieee.org/abstract/document/9283408/,8,"J Cao, X Liu, Y Zhang, M Wang - 2020 IEEE International …, 2020 - ieeexplore.ieee.org",,
Robust segmentation of nucleus in histopathology images via mask R-CNN,https://link.springer.com/chapter/10.1007/978-3-030-11723-8_43,20,"X Xie, Y Li, M Zhang, L Shen - … , Multiple Sclerosis, Stroke and Traumatic …, 2019 - Springer",,
Transfer learning for brain tumor segmentation,https://link.springer.com/chapter/10.1007/978-3-030-72084-1_22,15,"J Wacker, M Ladeira, JEV Nascimento - … : Glioma, Multiple Sclerosis …, 2021 - Springer",academia.edu,PDF
nnU-Net: a self-configuring method for deep learning-based biomedical image segmentation,https://www.nature.com/articles/s41592-020-01008-z.,2469,"F Isensee, PF Jaeger, SAA Kohl, J Petersen… - Nature …, 2021 - nature.com",,
Efficient embedding network for 3D brain tumor segmentation,https://link.springer.com/chapter/10.1007/978-3-030-72084-1_23,15,"H Messaoudi, A Belaid, ML Allaoui, A Zetout… - … , Multiple Sclerosis …, 2021 - Springer",arxiv.org,PDF
LOCTseg: A lightweight fully convolutional network for end-to-end optical coherence tomography segmentation,https://www.sciencedirect.com/science/article/pii/S0010482522008824,5,"E Parra-Mora, LA da Silva Cruz - Computers in Biology and Medicine, 2022 - Elsevier",sciencedirect.com,HTML
Cohort bias adaptation in aggregated datasets for lesion segmentation,https://link.springer.com/chapter/10.1007/978-3-030-87722-4_10,4,"B Nichyporuk, J Cardinell, J Szeto, R Mehta… - Domain Adaptation and …, 2021 - Springer",arxiv.org,PDF
Memory-efficient cascade 3D U-Net for brain tumor segmentation,https://link.springer.com/chapter/10.1007/978-3-030-46640-4_23,21,"X Cheng, Z Jiang, Q Sun, J Zhang - Brainlesion: Glioma, Multiple Sclerosis …, 2020 - Springer",researchgate.net,PDF
Efficient MRI brain tumor segmentation using multi-resolution encoder-decoder networks,https://link.springer.com/chapter/10.1007/978-3-030-72087-2_3,11,"M Soltaninejad, T Pridmore, M Pound - … : Glioma, Multiple Sclerosis, Stroke …, 2021 - Springer",,
Extended 2D consensus hippocampus segmentation,https://arxiv.org/abs/1902.04487,10,"D Carmo, B Silva, C Yasuda, L Rittner… - arXiv preprint arXiv …, 2019 - arxiv.org",arxiv.org,PDF
Variational-autoencoder regularized 3D MultiResUNet for the BraTS 2020 brain tumor segmentation,https://link.springer.com/chapter/10.1007/978-3-030-72087-2_38,10,"J Tang, T Li, H Shu, H Zhu - … , Multiple Sclerosis, Stroke and Traumatic …, 2021 - Springer",,
State of the art: machine learning applications in glioma imaging,https://www.ajronline.org/doi/abs/10.2214/AJR.18.20218,99,"E Lotan, R Jain, N Razavian… - American Journal of …, 2019 - Am Roentgen Ray Soc",ajronline.org,PDF
Automated segmentation of abnormal tissues in medical images,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8385212/,4,"H Homayoun… - Journal of Biomedical …, 2021 - ncbi.nlm.nih.gov",nih.gov,HTML
A single-step regression method based on transformer for retinal layer segmentation,https://iopscience.iop.org/article/10.1088/1361-6560/ac799a/meta,1,"G Cao, S Zhang, H Mao, Y Wu, D Wang… - Physics in Medicine & …, 2022 - iopscience.iop.org",,
Domain-and task-specific transfer learning for medical segmentation tasks,https://www.sciencedirect.com/science/article/pii/S0169260721006131,23,"R Zoetmulder, E Gavves, M Caan… - Computer Methods and …, 2022 - Elsevier",sciencedirect.com,HTML
ISLES challenge: U-shaped convolution neural network with dilated convolution for 3D stroke lesion segmentation,https://link.springer.com/chapter/10.1007/978-3-030-11723-8_32,23,"A Tureckova, AJ Rodríguez-Sánchez - … : Glioma, Multiple Sclerosis, Stroke …, 2019 - Springer",,
Brain tumour segmentation using probabilistic u-net,https://link.springer.com/chapter/10.1007/978-3-030-72087-2_22,10,"C Savadikar, R Kulhalli, B Garware - … : Glioma, Multiple Sclerosis, Stroke …, 2021 - Springer",,
Application of convolutional neural network in segmenting brain regions from MRI data,https://link.springer.com/chapter/10.1007/978-3-030-37078-7_14,78,"HM Ali, MS Kaiser, M Mahmud - International conference on brain …, 2019 - Springer",,
A machine learning-based model to evaluate multiple sclerosis predictor factors with emphasis on neurophysiological indices of physical activity,https://www.sciencedirect.com/science/article/pii/S2590098622000136,1,"V Talebi, ZF Mohammadi, SE Hosseininejad… - Medicine in Drug …, 2022 - Elsevier",sciencedirect.com,HTML
Volumetric changes in hypothalamic subunits in patients with relapsing remitting multiple sclerosis,https://link.springer.com/article/10.1007/s00234-023-03122-z,2,"B Genç, S Şen, K Aslan, L İncesu - Neuroradiology, 2023 - Springer",researchgate.net,PDF
A data-efficient deep learning framework for segmentation and classification of histopathology images,https://link.springer.com/chapter/10.1007/978-3-031-25066-8_21,5,"P Singh, J Cirrone - European Conference on Computer Vision, 2022 - Springer",arxiv.org,PDF
Deep learning for multi-site ms lesions segmentation: two-step intensity standardization and generalized loss function,https://hal.science/hal-02052250/document,2,"F Galassi, S Tarride, E Vallée, O Commowick… - ISBI 2019-16th IEEE …, 2019 - hal.science",hal.science,PDF
Non-invasive silent speech recognition in multiple sclerosis with dysphonia,https://proceedings.mlr.press/v116/kapur20a.html,17,"A Kapur, U Sarawgi, E Wadkins, M Wu… - Machine Learning …, 2020 - proceedings.mlr.press",mlr.press,PDF
Prevalence and diagnosis of neurological disorders using different deep learning techniques: a meta-analysis,https://link.springer.com/article/10.1007/s10916-019-1519-7,131,"R Gautam, M Sharma - Journal of medical systems, 2020 - Springer",,
Multi-Scale Evaluation of Uncertainty Quantification Techniques for Deep Learning based MRI Segmentation,https://hal.science/hal-03578023/document,1,"B Lambert, F Forbes, A Tucholka, S Doyle… - ISMRM-ESMRMB & …, 2022 - hal.science",hal.science,PDF
Deep learning models and traditional automated techniques for brain tumor segmentation in MRI: a review,https://link.springer.com/article/10.1007/s10462-022-10245-x,21,"P Jyothi, AR Singh - Artificial intelligence review, 2023 - Springer",,
Estimated connectivity networks outperform observed connectivity networks when classifying people with multiple sclerosis into disability groups,https://www.sciencedirect.com/science/article/pii/S2213158221002710,8,"C Tozlu, K Jamison, Z Gu, SA Gauthier, A Kuceyeski - NeuroImage: Clinical, 2021 - Elsevier",sciencedirect.com,HTML
Two-step u-nets for brain tumor segmentation and random forest with radiomics for survival time prediction,https://link.springer.com/chapter/10.1007/978-3-030-46640-4_19,30,"S Kim, M Luna, P Chikontwe, SH Park - … : Glioma, Multiple Sclerosis, Stroke …, 2020 - Springer",,
Brain tumor segmentation of MR images using SVM and fuzzy classifier in machine learning,https://www.sciencedirect.com/science/article/pii/S2665917422000745,20,"R Vankdothu, MA Hameed - Measurement: Sensors, 2022 - Elsevier",sciencedirect.com,HTML
Wavelet features of the thickness map of retinal ganglion cell-inner plexiform layer best discriminate prior optic neuritis in patients with multiple sclerosis,https://ieeexplore.ieee.org/abstract/document/9273013/,6,"J Zhang, J Wang, C Wang, S Delgado… - IEEE …, 2020 - ieeexplore.ieee.org",ieee.org,PDF
